,Country,Year,Energy
3666,Hungary,2005,1.11
3667,Iceland,2005,0.13
3668,Ireland,2005,0.67
3669,Italy,2005,7.92
3670,Latvia,2005,0.17
3671,Lithuania,2005,0.34
3672,Luxembourg,2005,0.19
3673,Netherlands,2005,4.0
3674,North Macedonia,2005,0.12
3675,Norway,2005,2.02
3676,Poland,2005,3.83
3677,Portugal,2005,1.07
3678,Romania,2005,1.65
3679,Slovakia,2005,0.81
3680,Slovenia,2005,0.31
3681,Spain,2005,6.41
3682,Sweden,2005,2.45
3683,Switzerland,2005,1.22
3684,Turkey,2005,3.59
3685,Ukraine,2005,5.78
3686,United Kingdom,2005,9.79
3687,Other Europe,2005,1.63
3688,Azerbaijan,2005,0.6
3689,Belarus,2005,1.02
3690,Kazakhstan,2005,1.83
3691,Russian Federation,2005,27.01
3692,Turkmenistan,2005,0.64
3693,Uzbekistan,2005,2.03
3694,Other CIS,2005,0.67
3695,Iran,2005,6.99
3696,Iraq,2005,1.11
3697,Israel,2005,0.88
3698,Kuwait,2005,1.2
3699,Oman,2005,0.57
3700,Qatar,2005,0.8
3701,Saudi Arabia,2005,6.33
3702,United Arab Emirates,2005,2.54
3703,Other Middle East,2005,2.24
3704,Algeria,2005,1.32
3705,Egypt,2005,2.52
3706,Morocco,2005,0.58
3707,South Africa,2005,4.68
3708,Eastern Africa,2005,1.3
3709,Middle Africa,2005,0.47
3710,Western Africa,2005,1.54
3711,Other Northern Africa,2005,1.11
3712,Other Southern Africa,2005,0.15
3713,Australia,2005,5.08
3714,Bangladesh,2005,0.68
3715,China,2005,75.7
3716,China Hong Kong SAR,2005,0.97
3717,India,2005,16.57
3718,Indonesia,2005,5.09
3719,Japan,2005,22.55
3720,Malaysia,2005,3.01
3721,New Zealand,2005,0.82
3722,Pakistan,2005,2.33
3723,Philippines,2005,1.13
3724,Singapore,2005,1.98
3725,South Korea,2005,9.46
3726,Sri Lanka,2005,0.22
3727,Taiwan,2005,4.36
3728,Thailand,2005,3.68
3729,Vietnam,2005,1.33
3730,Other Asia Pacific,2005,1.81
3731,Canada,2006,13.58
3732,Mexico,2006,7.0
3733,United States of America,2006,96.11
3734,Argentina,2006,2.99
3735,Brazil,2006,9.32
3736,Chile,2006,1.35
3737,Colombia,2006,1.31
3738,Ecuador,2006,0.46
3739,Peru,2006,0.6
3740,Trinidad & Tobago,2006,0.77
3741,Venezuela,2006,3.42
3742,Central America,2006,0.93
3743,Other Caribbean,2006,1.79
3744,Other South America,2006,0.96
3745,Austria,2006,1.51
3746,Belgium,2006,2.73
3747,Bulgaria,2006,0.88
3748,Croatia,2006,0.39
3749,Cyprus,2006,0.12
3750,Czech Republic,2006,1.91
3751,Denmark,2006,0.92
3752,Estonia,2006,0.23
3753,Finland,2006,1.38
3754,France,2006,11.26
3755,Germany,2006,14.62
3756,Greece,2006,1.48
3757,Hungary,2006,1.09
3758,Iceland,2006,0.14
3759,Ireland,2006,0.69
3760,Italy,2006,7.88
3761,Latvia,2006,0.16
3762,Lithuania,2006,0.32
3763,Luxembourg,2006,0.19
3764,Netherlands,2006,3.92
3765,North Macedonia,2006,0.12
3766,Norway,2006,1.85
3767,Poland,2006,4.02
3768,Portugal,2006,1.06
3769,Romania,2006,1.68
3770,Slovakia,2006,0.78
3771,Slovenia,2006,0.31
3772,Spain,2006,6.51
3773,Sweden,2006,2.3
3774,Switzerland,2006,1.27
3775,Turkey,2006,3.98
3776,Ukraine,2006,5.85
3777,United Kingdom,2006,9.67
3778,Other Europe,2006,1.67
3779,Azerbaijan,2006,0.59
3780,Belarus,2006,1.09
3781,Kazakhstan,2006,1.97
3782,Russian Federation,2006,28.21
3783,Turkmenistan,2006,0.64
3784,Uzbekistan,2006,1.9
3785,Other CIS,2006,0.68
3786,Iran,2006,7.63
3787,Iraq,2006,1.08
3788,Israel,2006,0.88
3789,Kuwait,2006,1.16
3790,Oman,2006,0.63
3791,Qatar,2006,0.84
3792,Saudi Arabia,2006,6.59
3793,United Arab Emirates,2006,2.67
3794,Other Middle East,2006,2.31
3795,Algeria,2006,1.37
3796,Egypt,2006,2.65
3797,Morocco,2006,0.59
3798,South Africa,2006,4.77
3799,Eastern Africa,2006,1.35
3800,Middle Africa,2006,0.54
3801,Western Africa,2006,1.41
3802,Other Northern Africa,2006,1.12
3803,Other Southern Africa,2006,0.14
3804,Australia,2006,5.3
3805,Bangladesh,2006,0.74
3806,China,2006,82.97
3807,China Hong Kong SAR,2006,1.03
3808,India,2006,17.46
3809,Indonesia,2006,5.2
3810,Japan,2006,22.5
3811,Malaysia,2006,3.04
3812,New Zealand,2006,0.83
3813,Pakistan,2006,2.45
3814,Philippines,2006,1.1
3815,Singapore,2006,2.18
3816,South Korea,2006,9.61
3817,Sri Lanka,2006,0.24
3818,Taiwan,2006,4.47
3819,Thailand,2006,3.76
3820,Vietnam,2006,1.22
3821,Other Asia Pacific,2006,1.89
3822,Canada,2007,14.1
3823,Mexico,2007,7.03
3824,United States of America,2007,97.43
3825,Argentina,2007,3.12
3826,Brazil,2007,9.89
3827,Chile,2007,1.38
3828,Colombia,2007,1.32
3829,Ecuador,2007,0.48
3830,Peru,2007,0.66
3831,Trinidad & Tobago,2007,0.8
3832,Venezuela,2007,3.61
3833,Central America,2007,0.98
3834,Other Caribbean,2007,1.74
3835,Other South America,2007,1.04
3836,Austria,2007,1.48
3837,Belgium,2007,2.75
3838,Bulgaria,2007,0.85
3839,Croatia,2007,0.39
3840,Cyprus,2007,0.13
3841,Czech Republic,2007,1.89
3842,Denmark,2007,0.88
3843,Estonia,2007,0.27
3844,Finland,2007,1.38
3845,France,2007,11.06
3846,Germany,2007,14.02
3847,Greece,2007,1.51
3848,Hungary,2007,1.08
3849,Iceland,2007,0.16
3850,Ireland,2007,0.71
3851,Italy,2007,7.73
3852,Latvia,2007,0.17
3853,Lithuania,2007,0.35
3854,Luxembourg,2007,0.18
3855,Netherlands,2007,3.99
3856,North Macedonia,2007,0.12
3857,Norway,2007,1.98
3858,Poland,2007,4.01
3859,Portugal,2007,1.07
3860,Romania,2007,1.62
3861,Slovakia,2007,0.73
3862,Slovenia,2007,0.31
3863,Spain,2007,6.65
3864,Sweden,2007,2.34
3865,Switzerland,2007,1.25
3866,Turkey,2007,4.23
3867,Ukraine,2007,5.82
3868,United Kingdom,2007,9.38
3869,Other Europe,2007,1.62
3870,Azerbaijan,2007,0.53
3871,Belarus,2007,1.06
3872,Kazakhstan,2007,2.18
3873,Russian Federation,2007,28.36
3874,Turkmenistan,2007,0.62
3875,Uzbekistan,2007,2.03
3876,Other CIS,2007,0.72
3877,Iran,2007,8.11
3878,Iraq,2007,1.09
3879,Israel,2007,0.92
3880,Kuwait,2007,1.12
3881,Oman,2007,0.62
3882,Qatar,2007,0.92
3883,Saudi Arabia,2007,6.88
3884,United Arab Emirates,2007,2.95
3885,Other Middle East,2007,2.36
3886,Algeria,2007,1.44
3887,Egypt,2007,2.82
3888,Morocco,2007,0.59
3889,South Africa,2007,4.9
3890,Eastern Africa,2007,1.41
3891,Middle Africa,2007,0.56
3892,Western Africa,2007,1.5
3893,Other Northern Africa,2007,1.09
3894,Other Southern Africa,2007,0.15
3895,Australia,2007,5.42
3896,Bangladesh,2007,0.76
3897,China,2007,90.18
3898,China Hong Kong SAR,2007,1.09
3899,India,2007,18.95
3900,Indonesia,2007,5.58
3901,Japan,2007,22.25
3902,Malaysia,2007,3.24
3903,New Zealand,2007,0.83
3904,Pakistan,2007,2.61
3905,Philippines,2007,1.14
3906,Singapore,2007,2.34
3907,South Korea,2007,9.9
3908,Sri Lanka,2007,0.24
3909,Taiwan,2007,4.66
3910,Thailand,2007,3.92
3911,Vietnam,2007,1.33
3912,Other Asia Pacific,2007,1.85
3913,Canada,2008,13.93
3914,Mexico,2008,7.19
3915,United States of America,2008,95.06
3916,Argentina,2008,3.16
3917,Brazil,2008,10.3
3918,Chile,2008,1.37
3919,Colombia,2008,1.42
3920,Ecuador,2008,0.52
3921,Peru,2008,0.71
3922,Trinidad & Tobago,2008,0.79
3923,Venezuela,2008,3.54
3924,Central America,2008,1.0
3925,Other Caribbean,2008,1.67
3926,Other South America,2008,1.07
3927,Austria,2008,1.51
3928,Belgium,2008,2.79
3929,Bulgaria,2008,0.83
3930,Croatia,2008,0.39
3931,Cyprus,2008,0.13
3932,Czech Republic,2008,1.85
3933,Denmark,2008,0.84
3934,Estonia,2008,0.24
3935,Finland,2008,1.33
3936,France,2008,11.09
3937,Germany,2008,14.16
3938,Greece,2008,1.47
3939,Hungary,2008,1.07
3940,Iceland,2008,0.2
3941,Ireland,2008,0.71
3942,Italy,2008,7.6
3943,Latvia,2008,0.17
3944,Lithuania,2008,0.35
3945,Luxembourg,2008,0.18
3946,Netherlands,2008,3.94
3947,North Macedonia,2008,0.11
3948,Norway,2008,2.03
3949,Poland,2008,4.08
3950,Portugal,2008,1.03
3951,Romania,2008,1.63
3952,Slovakia,2008,0.76
3953,Slovenia,2008,0.34
3954,Spain,2008,6.46
3955,Sweden,2008,2.3
3956,Switzerland,2008,1.3
3957,Turkey,2008,4.24
3958,Ukraine,2008,5.62
3959,United Kingdom,2008,9.21
3960,Other Europe,2008,1.66
3961,Azerbaijan,2008,0.54
3962,Belarus,2008,1.08
3963,Kazakhstan,2008,2.3
3964,Russian Federation,2008,28.49
3965,Turkmenistan,2008,0.51
3966,Uzbekistan,2008,1.91
3967,Other CIS,2008,0.69
3968,Iran,2008,8.36
3969,Iraq,2008,1.25
3970,Israel,2008,0.95
3971,Kuwait,2008,1.21
3972,Oman,2008,0.73
3973,Qatar,2008,1.02
3974,Saudi Arabia,2008,7.54
3975,United Arab Emirates,2008,3.38
3976,Other Middle East,2008,2.47
3977,Algeria,2008,1.52
3978,Egypt,2008,2.99
3979,Morocco,2008,0.65
3980,South Africa,2008,5.25
3981,Eastern Africa,2008,1.4
3982,Middle Africa,2008,0.61
3983,Western Africa,2008,1.61
3984,Other Northern Africa,2008,1.14
3985,Other Southern Africa,2008,0.16
3986,Australia,2008,5.51
3987,Bangladesh,2008,0.8
3988,China,2008,93.67
3989,China Hong Kong SAR,2008,1.02
3990,India,2008,20.05
3991,Indonesia,2008,5.63
3992,Japan,2008,21.86
3993,Malaysia,2008,3.36
3994,New Zealand,2008,0.83
3995,Pakistan,2008,2.62
3996,Philippines,2008,1.18
3997,Singapore,2008,2.49
3998,South Korea,2008,10.07
3999,Sri Lanka,2008,0.23
4000,Taiwan,2008,4.51
4001,Thailand,2008,3.98
4002,Vietnam,2008,1.65
4003,Other Asia Pacific,2008,1.94
4004,Canada,2009,13.38
4005,Mexico,2009,7.12
4006,United States of America,2009,90.38
4007,Argentina,2009,3.07
4008,Brazil,2009,10.24
4009,Chile,2009,1.35
4010,Colombia,2009,1.39
4011,Ecuador,2009,0.5
4012,Peru,2009,0.72
4013,Trinidad & Tobago,2009,0.78
4014,Venezuela,2009,3.53
4015,Central America,2009,0.98
4016,Other Caribbean,2009,1.58
4017,Other South America,2009,1.1
4018,Austria,2009,1.46
4019,Belgium,2009,2.61
4020,Bulgaria,2009,0.73
4021,Croatia,2009,0.38
4022,Cyprus,2009,0.13
4023,Czech Republic,2009,1.77
4024,Denmark,2009,0.79
4025,Estonia,2009,0.21
4026,Finland,2009,1.23
4027,France,2009,10.48
4028,Germany,2009,13.29
4029,Greece,2009,1.41
4030,Hungary,2009,0.98
4031,Iceland,2009,0.2
4032,Ireland,2009,0.65
4033,Italy,2009,7.1
4034,Latvia,2009,0.16
4035,Lithuania,2009,0.32
4036,Luxembourg,2009,0.17
4037,Netherlands,2009,3.89
4038,North Macedonia,2009,0.11
4039,Norway,2009,1.88
4040,Poland,2009,3.94
4041,Portugal,2009,1.04
4042,Romania,2009,1.42
4043,Slovakia,2009,0.69
4044,Slovenia,2009,0.31
4045,Spain,2009,5.99
4046,Sweden,2009,2.11
4047,Switzerland,2009,1.29
4048,Turkey,2009,4.3
4049,Ukraine,2009,4.79
4050,United Kingdom,2009,8.76
4051,Other Europe,2009,1.68
4052,Azerbaijan,2009,0.48
4053,Belarus,2009,1.02
4054,Kazakhstan,2009,2.06
4055,Russian Federation,2009,27.08
4056,Turkmenistan,2009,0.83
4057,Uzbekistan,2009,1.89
4058,Other CIS,2009,0.67
4059,Iran,2009,8.59
4060,Iraq,2009,1.22
4061,Israel,2009,0.92
4062,Kuwait,2009,1.26
4063,Oman,2009,0.73
4064,Qatar,2009,1.03
4065,Saudi Arabia,2009,7.9
4066,United Arab Emirates,2009,3.33
4067,Other Middle East,2009,2.49
4068,Algeria,2009,1.62
4069,Egypt,2009,3.1
4070,Morocco,2009,0.63
4071,South Africa,2009,5.23
4072,Eastern Africa,2009,1.48
4073,Middle Africa,2009,0.65
4074,Western Africa,2009,1.51
4075,Other Northern Africa,2009,1.22
4076,Other Southern Africa,2009,0.16
4077,Australia,2009,5.43
4078,Bangladesh,2009,0.88
4079,China,2009,97.77
4080,China Hong Kong SAR,2009,1.11
4081,India,2009,21.61
4082,Indonesia,2009,5.81
4083,Japan,2009,19.95
4084,Malaysia,2009,3.25
4085,New Zealand,2009,0.83
4086,Pakistan,2009,2.66
4087,Philippines,2009,1.19
4088,Singapore,2009,2.67
4089,South Korea,2009,10.12
4090,Sri Lanka,2009,0.23
4091,Taiwan,2009,4.39
4092,Thailand,2009,4.13
4093,Vietnam,2009,1.68
4094,Other Asia Pacific,2009,1.77
4095,Canada,2010,13.52
4096,Mexico,2010,7.34
4097,United States of America,2010,93.43
4098,Argentina,2010,3.19
4099,Brazil,2010,11.28
4100,Chile,2010,1.35
4101,Colombia,2010,1.47
4102,Ecuador,2010,0.56
4103,Peru,2010,0.83
4104,Trinidad & Tobago,2010,0.84
4105,Venezuela,2010,3.41
4106,Central America,2010,1.02
4107,Other Caribbean,2010,1.55
4108,Other South America,2010,1.15
4109,Austria,2010,1.51
4110,Belgium,2010,2.78
4111,Bulgaria,2010,0.76
4112,Croatia,2010,0.39
4113,Cyprus,2010,0.12
4114,Czech Republic,2010,1.85
4115,Denmark,2010,0.84
4116,Estonia,2010,0.26
4117,Finland,2010,1.34
4118,France,2010,10.79
4119,Germany,2010,13.85
4120,Greece,2010,1.35
4121,Hungary,2010,1.0
4122,Iceland,2010,0.2
4123,Ireland,2010,0.64
4124,Italy,2010,7.33
4125,Latvia,2010,0.18
4126,Lithuania,2010,0.24
4127,Luxembourg,2010,0.18
4128,Netherlands,2010,4.11
4129,North Macedonia,2010,0.12
4130,Norway,2010,1.8
4131,Poland,2010,4.2
4132,Portugal,2010,1.1
4133,Romania,2010,1.44
4134,Slovakia,2010,0.74
4135,Slovenia,2010,0.31
4136,Spain,2010,6.16
4137,Sweden,2010,2.24
4138,Switzerland,2010,1.26
4139,Turkey,2010,4.54
4140,Ukraine,2010,5.14
4141,United Kingdom,2010,8.96
4142,Other Europe,2010,1.8
4143,Azerbaijan,2010,0.47
4144,Belarus,2010,1.1
4145,Kazakhstan,2010,2.21
4146,Russian Federation,2010,28.13
4147,Turkmenistan,2010,0.9
4148,Uzbekistan,2010,1.91
4149,Other CIS,2010,0.68
4150,Iran,2010,8.72
4151,Iraq,2010,1.37
4152,Israel,2010,0.96
4153,Kuwait,2010,1.41
4154,Oman,2010,0.87
4155,Qatar,2010,1.2
4156,Saudi Arabia,2010,8.74
4157,United Arab Emirates,2010,3.5
4158,Other Middle East,2010,2.5
4159,Algeria,2010,1.58
4160,Egypt,2010,3.22
4161,Morocco,2010,0.7
4162,South Africa,2010,5.27
4163,Eastern Africa,2010,1.6
4164,Middle Africa,2010,0.71
4165,Western Africa,2010,1.59
4166,Other Northern Africa,2010,1.26
4167,Other Southern Africa,2010,0.15
4168,Australia,2010,5.43
4169,Bangladesh,2010,0.9
4170,China,2010,104.6
4171,China Hong Kong SAR,2010,1.16
4172,India,2010,22.57
4173,Indonesia,2010,6.37
4174,Japan,2010,21.27
4175,Malaysia,2010,3.36
4176,New Zealand,2010,0.85
4177,Pakistan,2010,2.67
4178,Philippines,2010,1.23
4179,Singapore,2010,2.87
4180,South Korea,2010,10.96
4181,Sri Lanka,2010,0.25
4182,Taiwan,2010,4.7
4183,Thailand,2010,4.4
4184,Vietnam,2010,1.94
4185,Other Asia Pacific,2010,1.96
4186,Canada,2011,14.03
4187,Mexico,2011,7.69
4188,United States of America,2011,92.61
4189,Argentina,2011,3.27
4190,Brazil,2011,11.8
4191,Chile,2011,1.47
4192,Colombia,2011,1.51
4193,Ecuador,2011,0.59
4194,Peru,2011,0.91
4195,Trinidad & Tobago,2011,0.83
4196,Venezuela,2011,3.49
4197,Central America,2011,1.07
4198,Other Caribbean,2011,1.58
4199,Other South America,2011,1.19
4200,Austria,2011,1.42
4201,Belgium,2011,2.6
4202,Bulgaria,2011,0.81
4203,Croatia,2011,0.34
4204,Cyprus,2011,0.12
4205,Czech Republic,2011,1.81
4206,Denmark,2011,0.79
4207,Estonia,2011,0.26
4208,Finland,2011,1.26
4209,France,2011,10.37
4210,Germany,2011,13.36
4211,Greece,2011,1.32
4212,Hungary,2011,0.97
4213,Iceland,2011,0.2
4214,Ireland,2011,0.62
4215,Italy,2011,7.19
4216,Latvia,2011,0.16
4217,Lithuania,2011,0.25
4218,Luxembourg,2011,0.18
4219,Netherlands,2011,3.94
4220,North Macedonia,2011,0.12
4221,Norway,2011,1.83
4222,Poland,2011,4.22
4223,Portugal,2011,1.05
4224,Romania,2011,1.47
4225,Slovakia,2011,0.71
4226,Slovenia,2011,0.3
4227,Spain,2011,6.04
4228,Sweden,2011,2.21
4229,Switzerland,2011,1.2
4230,Turkey,2011,4.85
4231,Ukraine,2011,5.31
4232,United Kingdom,2011,8.48
4233,Other Europe,2011,1.76
4234,Azerbaijan,2011,0.52
4235,Belarus,2011,1.08
4236,Kazakhstan,2011,2.51
4237,Russian Federation,2011,29.09
4238,Turkmenistan,2011,1.0
4239,Uzbekistan,2011,2.01
4240,Other CIS,2011,0.73
4241,Iran,2011,9.12
4242,Iraq,2011,1.41
4243,Israel,2011,0.97
4244,Kuwait,2011,1.45
4245,Oman,2011,0.94
4246,Qatar,2011,1.41
4247,Saudi Arabia,2011,9.18
4248,United Arab Emirates,2011,3.68
4249,Other Middle East,2011,2.36
4250,Algeria,2011,1.67
4251,Egypt,2011,3.38
4252,Morocco,2011,0.74
4253,South Africa,2011,5.2
4254,Eastern Africa,2011,1.67
4255,Middle Africa,2011,0.75
4256,Western Africa,2011,1.73
4257,Other Northern Africa,2011,0.91
4258,Other Southern Africa,2011,0.17
4259,Australia,2011,5.6
4260,Bangladesh,2011,0.98
4261,China,2011,112.8
4262,China Hong Kong SAR,2011,1.19
4263,India,2011,23.94
4264,Indonesia,2011,6.79
4265,Japan,2011,20.14
4266,Malaysia,2011,3.42
4267,New Zealand,2011,0.85
4268,Pakistan,2011,2.66
4269,Philippines,2011,1.25
4270,Singapore,2011,2.99
4271,South Korea,2011,11.5
4272,Sri Lanka,2011,0.27
4273,Taiwan,2011,4.67
4274,Thailand,2011,4.51
4275,Vietnam,2011,2.15
4276,Other Asia Pacific,2011,1.94
4277,Canada,2012,14.07
4278,Mexico,2012,7.73
4279,United States of America,2012,90.17
4280,Argentina,2012,3.4
4281,Brazil,2012,12.02
4282,Chile,2012,1.5
4283,Colombia,2012,1.62
4284,Ecuador,2012,0.63
4285,Peru,2012,0.94
4286,Trinidad & Tobago,2012,0.81
4287,Venezuela,2012,3.65
4288,Central America,2012,1.11
4289,Other Caribbean,2012,1.56
4290,Other South America,2012,1.21
4291,Austria,2012,1.49
4292,Belgium,2012,2.49
4293,Bulgaria,2012,0.77
4294,Croatia,2012,0.32
4295,Cyprus,2012,0.11
4296,Czech Republic,2012,1.8
4297,Denmark,2012,0.73
4298,Estonia,2012,0.26
4299,Finland,2012,1.23
4300,France,2012,10.38
4301,Germany,2012,13.54
4302,Greece,2012,1.24
4303,Hungary,2012,0.9
4304,Iceland,2012,0.2
4305,Ireland,2012,0.61
4306,Italy,2012,7.0
4307,Latvia,2012,0.17
4308,Lithuania,2012,0.25
4309,Luxembourg,2012,0.17
4310,Netherlands,2012,3.81
4311,North Macedonia,2012,0.11
4312,Norway,2012,2.02
4313,Poland,2012,4.1
4314,Portugal,2012,0.96
4315,Romania,2012,1.41
4316,Slovakia,2012,0.68
4317,Slovenia,2012,0.29
4318,Spain,2012,6.01
4319,Sweden,2012,2.35
4320,Switzerland,2012,1.26
4321,Turkey,2012,5.15
4322,Ukraine,2012,5.19
4323,United Kingdom,2012,8.59
4324,Other Europe,2012,1.65
4325,Azerbaijan,2012,0.54
4326,Belarus,2012,1.17
4327,Kazakhstan,2012,2.64
4328,Russian Federation,2012,29.16
4329,Turkmenistan,2012,1.09
4330,Uzbekistan,2012,1.96
4331,Other CIS,2012,0.76
4332,Iran,2012,9.22
4333,Iraq,2012,1.54
4334,Israel,2012,1.02
4335,Kuwait,2012,1.51
4336,Oman,2012,1.03
4337,Qatar,2012,1.59
4338,Saudi Arabia,2012,9.74
4339,United Arab Emirates,2012,3.87
4340,Other Middle East,2012,2.24
4341,Algeria,2012,1.83
4342,Egypt,2012,3.51
4343,Morocco,2012,0.75
4344,South Africa,2012,5.12
4345,Eastern Africa,2012,1.72
4346,Middle Africa,2012,0.81
4347,Western Africa,2012,1.82
4348,Other Northern Africa,2012,1.08
4349,Other Southern Africa,2012,0.18
4350,Australia,2012,5.52
4351,Bangladesh,2012,1.05
4352,China,2012,117.43
4353,China Hong Kong SAR,2012,1.14
4354,India,2012,25.37
4355,Indonesia,2012,7.03
4356,Japan,2012,19.99
4357,Malaysia,2012,3.74
4358,New Zealand,2012,0.86
4359,Pakistan,2012,2.48
4360,Philippines,2012,1.29
4361,Singapore,2012,3.0
4362,South Korea,2012,11.64
4363,Sri Lanka,2012,0.28
4364,Taiwan,2012,4.64
4365,Thailand,2012,4.83
4366,Vietnam,2012,2.25
4367,Other Asia Pacific,2012,2.05
4368,Canada,2013,14.42
4369,Mexico,2013,7.76
4370,United States of America,2013,92.62
4371,Argentina,2013,3.54
4372,Brazil,2013,12.44
4373,Chile,2013,1.52
4374,Colombia,2013,1.63
4375,Ecuador,2013,0.65
4376,Peru,2013,0.96
4377,Trinidad & Tobago,2013,0.83
4378,Venezuela,2013,3.69
4379,Central America,2013,1.12
4380,Other Caribbean,2013,1.52
4381,Other South America,2013,1.25
4382,Austria,2013,1.48
4383,Belgium,2013,2.56
4384,Bulgaria,2013,0.71
4385,Croatia,2013,0.35
4386,Cyprus,2013,0.1
4387,Czech Republic,2013,1.77
4388,Denmark,2013,0.77
4389,Estonia,2013,0.28
4390,Finland,2013,1.23
4391,France,2013,10.49
4392,Germany,2013,13.93
4393,Greece,2013,1.17
4394,Hungary,2013,0.86
4395,Iceland,2013,0.21
4396,Ireland,2013,0.59
4397,Italy,2013,6.69
4398,Latvia,2013,0.16
4399,Lithuania,2013,0.23
4400,Luxembourg,2013,0.16
4401,Netherlands,2013,3.7
4402,North Macedonia,2013,0.11
4403,Norway,2013,1.9
4404,Poland,2013,4.11
4405,Portugal,2013,1.05
4406,Romania,2013,1.32
4407,Slovakia,2013,0.7
4408,Slovenia,2013,0.29
4409,Spain,2013,5.71
4410,Sweden,2013,2.2
4411,Switzerland,2013,1.3
4412,Turkey,2013,5.11
4413,Ukraine,2013,4.93
4414,United Kingdom,2013,8.56
4415,Other Europe,2013,1.75
4416,Azerbaijan,2013,0.55
4417,Belarus,2013,1.06
4418,Kazakhstan,2013,2.65
4419,Russian Federation,2013,28.79
4420,Turkmenistan,2013,0.97
4421,Uzbekistan,2013,1.96
4422,Other CIS,2013,0.73
4423,Iran,2013,9.56
4424,Iraq,2013,1.71
4425,Israel,2013,0.96
4426,Kuwait,2013,1.55
4427,Oman,2013,1.15
4428,Qatar,2013,1.73
4429,Saudi Arabia,2013,9.78
4430,United Arab Emirates,2013,4.08
4431,Other Middle East,2013,2.16
4432,Algeria,2013,1.93
4433,Egypt,2013,3.49
4434,Morocco,2013,0.77
4435,South Africa,2013,5.14
4436,Eastern Africa,2013,1.86
4437,Middle Africa,2013,0.92
4438,Western Africa,2013,1.84
4439,Other Northern Africa,2013,1.17
4440,Other Southern Africa,2013,0.18
4441,Australia,2013,5.59
4442,Bangladesh,2013,1.08
4443,China,2013,121.85
4444,China Hong Kong SAR,2013,1.17
4445,India,2013,26.26
4446,Indonesia,2013,6.78
4447,Japan,2013,19.84
4448,Malaysia,2013,3.91
4449,New Zealand,2013,0.86
4450,Pakistan,2013,2.71
4451,Philippines,2013,1.39
4452,Singapore,2013,3.07
4453,South Korea,2013,11.68
4454,Sri Lanka,2013,0.29
4455,Taiwan,2013,4.74
4456,Thailand,2013,4.86
4457,Vietnam,2013,2.38
4458,Other Asia Pacific,2013,2.02
4459,Canada,2014,14.45
4460,Mexico,2014,7.73
4461,United States of America,2014,93.59
4462,Argentina,2014,3.53
4463,Brazil,2014,12.73
4464,Chile,2014,1.49
4465,Colombia,2014,1.71
4466,Ecuador,2014,0.68
4467,Peru,2014,0.99
4468,Trinidad & Tobago,2014,0.82
4469,Venezuela,2014,3.54
4470,Central America,2014,1.16
4471,Other Caribbean,2014,1.5
4472,Other South America,2014,1.22
4473,Austria,2014,1.42
4474,Belgium,2014,2.38
4475,Bulgaria,2014,0.76
4476,Croatia,2014,0.35
4477,Cyprus,2014,0.1
4478,Czech Republic,2014,1.73
4479,Denmark,2014,0.74
4480,Estonia,2014,0.27
4481,Finland,2014,1.19
4482,France,2014,10.05
4483,Germany,2014,13.35
4484,Greece,2014,1.1
4485,Hungary,2014,0.86
4486,Iceland,2014,0.21
4487,Ireland,2014,0.59
4488,Italy,2014,6.34
4489,Latvia,2014,0.15
4490,Lithuania,2014,0.22
4491,Luxembourg,2014,0.16
4492,Netherlands,2014,3.49
4493,North Macedonia,2014,0.1
4494,Norway,2014,1.95
4495,Poland,2014,3.96
4496,Portugal,2014,1.07
4497,Romania,2014,1.37
4498,Slovakia,2014,0.65
4499,Slovenia,2014,0.3
4500,Spain,2014,5.6
4501,Sweden,2014,2.19
4502,Switzerland,2014,1.24
4503,Turkey,2014,5.26
4504,Ukraine,2014,4.35
4505,United Kingdom,2014,8.08
4506,Other Europe,2014,1.6
4507,Azerbaijan,2014,0.56
4508,Belarus,2014,1.06
4509,Kazakhstan,2014,2.71
4510,Russian Federation,2014,28.86
4511,Turkmenistan,2014,1.0
4512,Uzbekistan,2014,2.03
4513,Other CIS,2014,0.74
4514,Iran,2014,9.99
4515,Iraq,2014,1.62
4516,Israel,2014,0.94
4517,Kuwait,2014,1.57
4518,Oman,2014,1.14
4519,Qatar,2014,1.87
4520,Saudi Arabia,2014,10.53
4521,United Arab Emirates,2014,4.04
4522,Other Middle East,2014,2.14
4523,Algeria,2014,2.11
4524,Egypt,2014,3.44
4525,Morocco,2014,0.78
4526,South Africa,2014,5.2
4527,Eastern Africa,2014,2.04
4528,Middle Africa,2014,0.96
4529,Western Africa,2014,1.9
4530,Other Northern Africa,2014,1.15
4531,Other Southern Africa,2014,0.2
4532,Australia,2014,5.63
4533,Bangladesh,2014,1.13
4534,China,2014,125.41
4535,China Hong Kong SAR,2014,1.14
4536,India,2014,28.08
4537,Indonesia,2014,6.86
4538,Japan,2014,19.34
4539,Malaysia,2014,3.95
4540,New Zealand,2014,0.9
4541,Pakistan,2014,2.79
4542,Philippines,2014,1.46
4543,Singapore,2014,3.15
4544,South Korea,2014,11.79
4545,Sri Lanka,2014,0.31
4546,Taiwan,2014,4.84
4547,Thailand,2014,5.01
4548,Vietnam,2014,2.63
4549,Other Asia Pacific,2014,2.17
4550,Canada,2015,14.55
4551,Mexico,2015,7.72
4552,United States of America,2015,92.69
4553,Argentina,2015,3.59
4554,Brazil,2015,12.4
4555,Chile,2015,1.52
